94155,0.0
144098,0.0
194046,0.0
243995,0.0
294377,0.0
344336,0.0
394404,0.0
444166,180.8754
494142,240.1104
544120,320.1473
594519,416.6667
643990,424.5083
693971,420.1596
744505,435.3505
794495,440.0968
844484,440.1056
894346,421.1624
944343,440.0352
994340,440.0352
1044344,439.9736
1094346,419.9832
1144351,419.9664
1194228,441.0939
1244235,439.9472
1294244,439.9208
1344254,439.9208
1394270,439.8592
1444287,439.868
1494174,420.9598
1544195,399.8321
1594220,419.7901
1644287,439.4287
1694312,419.7901
1744344,439.7274
1794246,420.8333
1844281,419.7146
1894317,439.6834
1944357,419.6726
1994398,459.6231
2044445,439.6044
2094362,440.7316
2144410,439.5868
2194460,439.5692
2244514,439.5341
2294018,444.4265
2344074,419.5301
2394002,440.6433
2444062,439.4814
2494124,419.4798
2544189,419.4715
2594257,419.4128
2644372,419.0529
2694315,400.4565
2744393,419.3542
2794469,399.4009
2844549,399.361
