76834,0.0
126597,0.0
176796,0.0
226564,0.0
276334,0.0
326664,0.0
376717,0.0
426679,40.02882
476340,80.54448
526692,79.44389
576489,100.4077
626844,99.29894
676643,100.4036
726448,120.4698
776680,119.4505
826488,120.4626
876850,99.28317
926662,120.4553
976478,120.4408
1026888,119.0264
1076580,120.7511
1126400,120.4311
1176779,119.102
1226606,100.3492
1276433,120.4166
1326818,119.0854
1376518,120.7243
1426355,120.3925
1476746,119.0736
1526586,120.3876
1576427,120.3828
1626825,119.0571
1676540,120.6879
1726391,120.3587
1776795,119.0405
1826651,120.349
1876506,120.3514
1926918,119.0193
1976650,120.6515
2026553,120.2332
2076417,120.3273
2126837,119.0051
2176707,100.2627
2226578,120.3128
2276875,119.2938
2326751,120.2983
2376630,100.2446
2426510,120.2887
2476393,120.2815
2526835,99.12964
2576590,120.5909
2626482,100.2165
2676927,118.9414
2726820,100.2185
2776717,100.2084
2826617,100.2004
2876940,99.35815
