65570,0.0
115507,0.0
165563,0.0
215621,0.0
265684,0.0
315203,0.0
365382,0.0
415673,695.9911
465208,969.0118
515296,1297.742
565382,1477.429
615473,1577.161
665564,1617.089
715528,1641.182
765628,1656.753
815176,1634.811
865277,1656.687
915379,1656.587
965485,1696.437
1015503,1699.422
1065612,1696.336
1115176,1715.024
1165291,1696.099
1215409,1715.95
1265527,1715.95
1315523,1700.17
1365648,1695.794
1415224,1714.609
1465351,1695.727
1515483,1695.524
1565614,1695.592
1615618,1679.866
1665202,1653.826
1715341,1675.343
1765480,1655.398
1815626,1695.084
1865221,1693.787
1915240,1679.395
1965393,1674.875
2015584,1673.607
2065190,1653.093
2115346,1674.775
2165507,1654.705
2215540,1658.905
2265704,1674.541
2315323,1692.968
2365489,1674.407
2415659,1694.24
2465283,1672.679
2515330,1658.441
2565507,1674.074
2615686,1674.04
2665320,1672.308
2715505,1693.699
2765690,1673.84
2815201,1676.463
2865394,1673.573
