94806,0.0
144985,0.0
194617,0.0
244804,0.0
294914,0.0
344554,0.0
395030,0.0
444858,1444.942
495065,2688.815
544725,3322.728
594808,3733.876
645026,3982.715
694693,4167.757
744916,4320.902
794586,4429.144
844810,4519.932
894908,4591.093
944585,4629.816
994820,4658.385
1045054,4678.013
1094743,4649.103
1144980,4618.202
1195091,4629.629
1244783,4648.823
1295070,4633.497
1344767,4668.384
1395016,4636.908
1444715,4647.887
1494843,4648.379
1545098,4676.059
1594809,4687.28
1645071,4675.594
1694787,4686.714
1745053,4635.432
1794638,4658.573
1844908,4674.942
1894625,4666.318
1944901,4694.369
1994624,4665.755
2044905,4654.031
2095055,4646.062
2144789,4665.004
2195075,4693.155
2244813,4684.547
2294595,4700.589
2344890,4652.735
2395053,4644.858
2444801,4643.403
2495101,4691.849
2544849,4703.99
2594605,4682.758
2644911,4711.355
2695090,4663.398
2744851,4682.382
2794615,4702.194
2844929,4690.729
