949357,0.0
999285,0.0
1049221,0.0
1099166,0.0
1149035,0.0
1199236,0.0
1249478,0.0
1299457,-640272.9
1349063,120.9531
1399256,119.5457
1449325,99.86817
1498978,60.42053
1549192,99.58176
1599414,79.64796
1649092,80.52502
1699327,79.62893
1749439,59.8671
1799137,80.49261
1849393,79.59407
1899107,80.46671
1949379,59.67655
1999108,80.44082
2049261,59.82054
2098999,80.42303
2149301,59.64452
2199057,80.39393
2249372,59.62792
2299142,80.37455
2349340,59.76691
2399125,60.26154
2449468,79.45651
2499268,60.24459
2549074,80.31644
2599436,59.5699
2649126,60.37918
2699503,59.55217
2749340,80.26648
2799184,60.19141
2849032,60.18417
2899438,79.35878
2949170,60.32819
2999039,60.15882
3049492,79.28642
3099376,60.14314
3149269,60.13229
3199169,80.16354
3249499,59.60778
3299413,60.10819
3349333,60.09856
3399260,80.12178
3449194,60.08171
3499134,60.07449
3549504,59.56045
3599464,80.06886
3649430,60.04564
3699403,60.03482
4899555,0.0
4949676,0.0
4999256,0.0
5049275,0.0
5099416,0.0
5149569,0.0
5199266,0.0
5249249,80.03201
5299435,179.34
5349498,179.7807
5399200,199.7443
5448917,181.0683
5499184,159.166
5548921,180.9736
5599215,159.0742
5648836,161.2318
5699150,159.0141
5748927,160.7265
5799269,139.06
5849060,160.6781
5898890,140.5115
5949168,139.2619
5999044,160.401
6048938,140.3171
6099406,118.9014
6149329,160.2564
6199258,120.1755
6249065,140.5566
6299015,140.1486
6348972,140.1261
6398975,140.0364
6449189,119.6172
6499356,139.5367
6549404,139.8713
6599035,120.8995
6649225,139.4783
6699423,139.4506
6749078,120.8435
6799294,139.4034
6849382,139.7568
6899058,120.79
6949295,139.3479
6998983,120.7584
7049235,139.3063
7099488,139.2979
7149070,121.0214
7199338,139.2591
7249061,120.6734
7299344,139.2204
7349087,140.7318
7399388,119.2843
7449009,141.0778
7499325,119.2535
7549094,140.6555
7599420,119.225
7649204,140.6187
