511149083,0.0
511198801,0.0
511249086,0.0
511298821,0.0
511349118,0.0
511398869,0.0
511449057,0.0
511498906,0.0
511549035,39.89866
511598827,120.511
511648624,140.5735
511698986,138.9992
511748669,140.9018
511799041,158.8247
511848868,140.4945
511898702,160.5426
511949099,158.7428
511998950,160.4911
512048469,180.4149
512098378,160.3303
512148296,160.2821
512198795,158.4472
512248753,180.1658
512298716,160.1249
512348557,160.5265
512398532,160.0864
512448527,160.0288
512498531,180.0
512548552,159.9552
512598588,159.8945
512648505,160.2821
512698608,159.7285
512748729,179.5834
512798855,159.601
512848436,161.3619
512898581,159.5501
512948608,159.9296
512998772,179.4151
513048389,161.2448
513098771,158.9983
513148596,160.5716
513198980,158.7837
513248686,160.9561
513298531,180.567
513348937,158.7176
513398798,160.4525
513448666,160.4364
513498541,160.4074
513548846,159.0362
513598731,160.3785
513648625,160.3463
513698525,180.368
513748988,158.5383
513798906,160.2725
513848695,160.6877
513898626,160.2275
513948565,160.2019
