511149829,0.0
511199553,0.0
511249842,0.0
511299577,0.0
511349878,0.0
511399630,0.0
511449821,0.0
511499844,0.0
511549805,60.04924
511599599,120.4989
511649398,120.4892
511699762,158.8531
511749446,140.8961
511799823,138.9633
511849652,140.4833
511899488,140.4663
511949888,158.7428
512003778,165.8894
512048906,155.104
512098823,160.3271
512148749,160.2564
512199252,158.4284
512249210,160.1409
512299176,160.1185
512349018,160.5169
512399001,160.0672
512448998,160.0192
512499005,179.9856
512549035,159.9296
512599072,159.8913
512648993,160.2693
512699116,159.6679
512749241,159.6137
512799371,159.5946
512848955,161.3554
512899106,159.5278
512949131,159.9296
512999299,159.4706
513048947,161.1896
513099366,158.831
513149193,160.562
513199580,158.7806
513249287,160.9496
513299136,160.4943
513349544,158.7113
513399408,160.446
513449278,160.4235
513499156,160.3978
513549461,159.0394
513599350,160.3624
513649247,160.3399
513699149,160.3206
513749615,158.532
513799534,160.2628
513849324,160.6845
513899261,160.2115
513949201,160.1954
